Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Purchased Date,Year-Month
California,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2016,6900,2017-03-05,2017-03
California,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2024,7500,2017-06-10,2017-06
Wisconsin,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2021,7300,2021-12-06,2021-12
Wisconsin,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2015,7900,2023-10-30,2023-10
Oregon,Plato,Prazo,Convertible,Black,Automatic,2,2,Hybrid,2019,10000,2022-01-20,2022-01
Utah,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2020,8900,2016-07-25,2016-07
North Carolina,Plato,Prazo,Convertible,Blue,Manual,2,2,Petrol,2024,8500,2022-05-26,2022-05
Arizona,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2024,8500,2022-01-04,2022-01
North Carolina,Dzire,Maruti,Sedan,Black,Manual,5,5,Hybrid,2020,7900,2023-12-01,2023-12
Pennsylvania,Fortuner,Toyota,SUV,Gray,Manual,8,5,Hybrid,2019,9000,2022-07-23,2022-07
Wisconsin,Creta,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2019,7500,2016-07-25,2016-07
Ohio,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2022,8200,2016-03-06,2016-03
Florida,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2017,8700,2022-12-08,2022-12
California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2018,6600,2019-09-10,2019-09
North Carolina,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2019,8000,2020-12-09,2020-12
California,Plato,Prazo,Convertible,White,Automatic,2,2,Hybrid,2016,10300,2019-07-14,2019-07
Ohio,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2016,8400,2016-05-07,2016-05
Wisconsin,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2021,8300,2020-10-05,2020-10
Utah,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2024,7000,2023-05-20,2023-05
Illinois,Kags,Renault,SUV,Red,Manual,7,5,Electric,2024,9000,2017-11-06,2017-11
North Carolina,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Diesel,2019,7100,2018-09-02,2018-09
Oklahoma,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2018,8100,2021-04-22,2021-04
Texas,Thar,Mahindra,SUV,Red,Automatic,5,3,Hybrid,2015,9400,2024-12-23,2024-12
Arizona,Fortuner,Toyota,SUV,Black,Manual,8,5,Electric,2020,9400,2019-04-02,2019-04
Pennsylvania,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2018,7200,2024-05-27,2024-05
North Carolina,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2024,9000,2022-11-06,2022-11
Florida,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2022,7300,2016-11-09,2016-11
North Carolina,Swift,Maruti,Sedan,Gray,Automatic,5,4,Hybrid,2016,8300,2024-04-25,2024-04
Oregon,Thar,Mahindra,SUV,Gray,Manual,5,3,Electric,2021,9300,2021-07-06,2021-07
Oklahoma,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Petrol,2018,8100,2018-08-30,2018-08
Texas,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2015,7000,2021-04-16,2021-04
Tennessee,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2017,8200,2016-10-27,2016-10
California,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2021,7300,2015-04-02,2015-04
California,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2022,7700,2021-10-02,2021-10
North Carolina,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2019,7500,2022-10-23,2022-10
California,Etriga,Maruti,Hatchback,White,Automatic,4,5,Electric,2017,8200,2021-12-06,2021-12
Tennessee,Dzire,Maruti,Sedan,Black,Automatic,5,5,Hybrid,2019,8000,2018-06-23,2018-06
Utah,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2023,6100,2015-07-14,2015-07
California,Hilux,Toyota,Truck,White,Automatic,4,2,Hybrid,2015,8900,2021-08-15,2021-08
North Carolina,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2016,7800,2024-10-21,2024-10
Illinois,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2021,7800,2019-10-31,2019-10
California,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2018,9100,2016-05-10,2016-05
Illinois,i20,Hyundai,Hatchback,White,Automatic,4,5,Hybrid,2017,7700,2020-08-24,2020-08
North Carolina,Plato,Prazo,Convertible,White,Automatic,2,2,Petrol,2021,8800,2019-11-07,2019-11
Tennessee,Seltos,Kia,Hatchback,White,Manual,5,5,Electric,2017,8200,2020-01-08,2020-01
Illinois,Swift,Maruti,Sedan,Blue,Automatic,5,4,Electric,2022,8200,2019-03-27,2019-03
California,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2017,8700,2020-07-19,2020-07
California,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2016,8300,2022-07-23,2022-07
California,Kags,Renault,SUV,White,Automatic,7,5,Diesel,2019,8100,2015-04-14,2015-04
California,Fortuner,Toyota,SUV,White,Automatic,8,5,Hybrid,2024,8500,2021-08-17,2021-08
Colorado,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2023,6600,2024-01-11,2024-01
Ohio,Hilux,Toyota,Truck,Black,Manual,4,2,Hybrid,2019,8500,2017-07-01,2017-07
North Carolina,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2022,7700,2022-10-29,2022-10
California,Hilux,Toyota,Truck,White,Manual,4,2,Diesel,2020,7500,2018-11-12,2018-11
Colorado,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2020,7400,2020-04-04,2020-04
Oklahoma,Thar,Mahindra,SUV,Blue,Automatic,5,3,Hybrid,2015,9400,2019-03-16,2019-03
Michigan,Plato,Prazo,Convertible,Black,Manual,2,2,Hybrid,2022,9700,2019-05-25,2019-05
Pennsylvania,Kags,Renault,SUV,Red,Automatic,7,5,Electric,2016,9800,2017-06-01,2017-06
Oklahoma,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2020,9400,2020-01-16,2020-01
Pennsylvania,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2023,7700,2021-09-25,2021-09
Michigan,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2024,7500,2020-11-03,2020-11
Tennessee,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2017,9200,2019-12-01,2019-12
Ohio,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2024,7000,2022-11-02,2022-11
Utah,Hilux,Toyota,Truck,White,Automatic,4,2,Hybrid,2021,8300,2020-08-30,2020-08
Michigan,i20,Hyundai,Hatchback,Black,Manual,4,5,Electric,2019,8000,2016-07-18,2016-07
Texas,Kags,Renault,SUV,Black,Manual,7,5,Diesel,2020,8000,2019-11-17,2019-11
Ohio,Thar,Mahindra,SUV,White,Manual,5,3,Petrol,2021,7800,2020-12-04,2020-12
Utah,Dzire,Maruti,Sedan,Gray,Manual,5,5,Petrol,2020,6900,2023-07-23,2023-07
North Carolina,Fortuner,Toyota,SUV,White,Manual,8,5,Diesel,2020,8000,2017-11-02,2017-11
Colorado,Yodha,Tata,Truck,Gray,Manual,3,2,Diesel,2015,8000,2021-09-25,2021-09
North Carolina,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2019,9500,2017-04-29,2017-04
Ohio,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2017,9200,2021-09-04,2021-09
Utah,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Electric,2019,9500,2021-03-09,2021-03
Wisconsin,Kags,Renault,SUV,Red,Manual,7,5,Petrol,2015,8400,2020-10-16,2020-10
New York,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2023,7200,2024-03-26,2024-03
Utah,Yodha,Tata,Truck,Gray,Automatic,3,2,Petrol,2024,7000,2020-05-10,2020-05
New York,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2019,8000,2017-05-08,2017-05
Michigan,i20,Hyundai,Hatchback,Black,Automatic,4,5,Petrol,2016,6800,2016-01-07,2016-01
California,Thar,Mahindra,SUV,Blue,Manual,5,3,Electric,2022,9200,2020-08-20,2020-08
New York,Yodha,Tata,Truck,Red,Manual,3,2,Diesel,2018,7700,2024-02-14,2024-02
Florida,Thar,Mahindra,SUV,Gray,Automatic,5,3,Electric,2016,9800,2017-02-26,2017-02
Michigan,Dzire,Maruti,Sedan,Gray,Manual,5,5,Diesel,2019,7100,2015-04-08,2015-04
North Carolina,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Diesel,2020,6500,2024-07-08,2024-07
Illinois,Dzire,Maruti,Sedan,White,Automatic,5,5,Electric,2023,8100,2019-02-04,2019-02
Utah,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2023,7100,2022-07-28,2022-07
New York,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Diesel,2018,8200,2017-06-28,2017-06
Tennessee,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2016,7400,2024-05-08,2024-05
Colorado,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2022,8200,2024-07-11,2024-07
Illinois,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2016,8800,2018-04-03,2018-04
California,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2022,8200,2021-08-27,2021-08
North Carolina,Swift,Maruti,Sedan,Gray,Automatic,5,4,Electric,2023,8100,2018-10-08,2018-10
Florida,Scorpio,Mahindra,SUV,White,Automatic,5,5,Petrol,2018,8100,2020-02-18,2020-02
Arizona,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2017,7800,2019-12-10,2019-12
Michigan,Kags,Renault,SUV,Gray,Automatic,7,5,Diesel,2018,8200,2019-03-15,2019-03
Tennessee,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Electric,2022,7700,2016-10-29,2016-10
Illinois,i20,Hyundai,Hatchback,White,Manual,4,5,Diesel,2019,6600,2024-02-09,2024-02
Illinois,i20,Hyundai,Hatchback,White,Manual,4,5,Diesel,2019,6600,2022-11-10,2022-11
New York,i20,Hyundai,Hatchback,Black,Automatic,4,5,Petrol,2016,6800,2019-07-17,2019-07
Pennsylvania,Fortuner,Toyota,SUV,Blue,Manual,8,5,Petrol,2021,7800,2019-06-08,2019-06
California,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2020,8900,2020-04-26,2020-04
Ohio,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2023,7700,2015-05-27,2015-05
Michigan,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2018,6600,2016-04-22,2016-04
Oklahoma,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Diesel,2022,6300,2017-12-19,2017-12
Illinois,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2015,8400,2016-01-24,2016-01
Utah,Fortuner,Toyota,SUV,White,Automatic,8,5,Diesel,2023,7700,2016-04-21,2016-04
Tennessee,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2016,7800,2022-12-13,2022-12
Colorado,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2020,8900,2024-01-23,2024-01
Utah,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2023,6700,2020-06-10,2020-06
North Carolina,Fortuner,Toyota,SUV,Red,Automatic,8,5,Petrol,2024,7500,2015-05-15,2015-05
North Carolina,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2024,7500,2022-05-30,2022-05
Tennessee,Dzire,Maruti,Sedan,Black,Manual,5,5,Hybrid,2017,8200,2019-03-10,2019-03
Arizona,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2020,6400,2021-05-08,2021-05
Oklahoma,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2016,8300,2021-11-23,2021-11
Illinois,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2018,9100,2023-08-05,2023-08
California,Swift,Maruti,Sedan,Blue,Manual,5,4,Hybrid,2024,7500,2021-02-03,2021-02
New York,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Petrol,2023,6100,2018-10-02,2018-10
California,Seltos,Kia,Hatchback,Red,Manual,5,5,Diesel,2015,7000,2016-09-03,2016-09
Oregon,Hilux,Toyota,Truck,Red,Manual,4,2,Electric,2023,8600,2023-04-11,2023-04
Illinois,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2022,8200,2021-01-10,2021-01
Pennsylvania,Kags,Renault,SUV,White,Manual,7,5,Electric,2018,9600,2015-08-04,2015-08
Colorado,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2023,8100,2016-11-10,2016-11
New York,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2018,9600,2020-12-15,2020-12
Wisconsin,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2015,8500,2021-04-14,2021-04
Texas,Thar,Mahindra,SUV,Black,Automatic,5,3,Diesel,2023,7700,2023-04-05,2023-04
Colorado,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2019,6500,2021-03-16,2021-03
New York,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2015,8900,2021-11-26,2021-11
Oregon,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2021,8800,2024-03-05,2024-03
Oregon,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2024,7500,2017-11-02,2017-11
Oklahoma,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2024,7000,2018-11-05,2018-11
Tennessee,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2023,6100,2019-02-20,2019-02
Tennessee,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2020,7900,2017-11-28,2017-11
North Carolina,Swift,Maruti,Sedan,Gray,Automatic,5,4,Diesel,2024,6600,2020-07-02,2020-07
Pennsylvania,Kags,Renault,SUV,Black,Manual,7,5,Diesel,2023,7700,2021-05-04,2021-05
California,Scorpio,Mahindra,SUV,White,Manual,5,5,Electric,2016,9800,2016-10-17,2016-10
North Carolina,Yodha,Tata,Truck,Gray,Manual,3,2,Petrol,2020,7400,2023-01-24,2023-01
Tennessee,Thar,Mahindra,SUV,White,Manual,5,3,Electric,2016,9800,2020-03-07,2020-03
Arizona,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2015,8400,2021-10-25,2021-10
Arizona,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2015,7900,2020-07-10,2020-07
New York,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2023,8600,2015-05-30,2015-05
Tennessee,Plato,Prazo,Convertible,Black,Manual,2,2,Diesel,2023,8700,2016-02-07,2016-02
Wisconsin,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Diesel,2016,6900,2016-10-18,2016-10
Pennsylvania,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2023,7200,2022-11-20,2022-11
Tennessee,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Diesel,2022,6300,2020-10-23,2020-10
Michigan,Scorpio,Mahindra,SUV,White,Manual,5,5,Diesel,2018,8200,2017-04-23,2017-04
Wisconsin,Seltos,Kia,Hatchback,Red,Manual,5,5,Hybrid,2020,7400,2020-07-29,2020-07
Wisconsin,Swift,Maruti,Sedan,Red,Manual,5,4,Petrol,2020,6900,2019-01-24,2019-01
Oklahoma,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Diesel,2017,6800,2016-09-26,2016-09
Texas,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2019,7500,2020-10-10,2020-10
Michigan,Hilux,Toyota,Truck,White,Automatic,4,2,Petrol,2024,7000,2020-11-25,2020-11
New York,Hilux,Toyota,Truck,White,Automatic,4,2,Electric,2020,8900,2017-07-14,2017-07
Florida,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2016,7900,2024-01-18,2024-01
Illinois,Thar,Mahindra,SUV,Red,Manual,5,3,Hybrid,2019,9000,2018-09-16,2018-09
North Carolina,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2023,6100,2019-09-06,2019-09
North Carolina,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Electric,2015,8400,2023-01-08,2023-01
Oklahoma,Hilux,Toyota,Truck,Red,Automatic,4,2,Diesel,2015,8000,2017-11-10,2017-11
Ohio,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Hybrid,2020,7400,2020-10-28,2020-10
Tennessee,Hilux,Toyota,Truck,Red,Automatic,4,2,Diesel,2016,7900,2018-03-03,2018-03
Texas,Swift,Maruti,Sedan,Gray,Automatic,5,4,Electric,2023,8100,2022-04-03,2022-04
North Carolina,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2017,6700,2021-09-05,2021-09
Ohio,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2017,6800,2018-02-06,2018-02
New York,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2019,10500,2017-01-03,2017-01
Oregon,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2023,7100,2020-07-14,2020-07
Arizona,Plato,Prazo,Convertible,White,Manual,2,2,Hybrid,2024,9500,2022-03-26,2022-03
Utah,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Petrol,2019,6500,2019-12-28,2019-12
Wisconsin,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Petrol,2022,6200,2017-09-17,2017-09
Tennessee,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Electric,2016,9800,2018-10-22,2018-10
North Carolina,Plato,Prazo,Convertible,Black,Automatic,2,2,Diesel,2016,9400,2023-10-31,2023-10
North Carolina,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2024,8500,2022-02-16,2022-02
Florida,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2021,8900,2018-08-22,2018-08
North Carolina,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2017,7700,2020-07-02,2020-07
California,i20,Hyundai,Hatchback,White,Manual,4,5,Hybrid,2015,7900,2022-08-04,2022-08
Ohio,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2022,7200,2019-04-22,2019-04
North Carolina,Yodha,Tata,Truck,Black,Automatic,3,2,Electric,2019,9000,2018-04-05,2018-04
Michigan,Fortuner,Toyota,SUV,Gray,Manual,8,5,Petrol,2018,8100,2021-12-07,2021-12
North Carolina,Seltos,Kia,Hatchback,White,Manual,5,5,Electric,2015,8400,2020-03-18,2020-03
Michigan,Scorpio,Mahindra,SUV,Black,Manual,5,5,Electric,2017,9700,2021-11-17,2021-11
North Carolina,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2015,9400,2024-12-05,2024-12
Michigan,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2024,6500,2020-08-29,2020-08
Michigan,Creta,Hyundai,Hatchback,Red,Manual,5,5,Electric,2023,7600,2019-11-12,2019-11
New York,Dzire,Maruti,Sedan,White,Manual,5,5,Petrol,2015,7400,2018-05-16,2018-05
Oregon,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2019,6600,2021-08-12,2021-08
Utah,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2023,8600,2022-06-18,2022-06
Texas,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2023,6100,2020-03-31,2020-03
Illinois,Swift,Maruti,Sedan,White,Automatic,5,4,Electric,2016,8800,2021-12-29,2021-12
Colorado,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2017,6700,2016-03-25,2016-03
Wisconsin,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2018,8100,2017-08-21,2017-08
Illinois,Creta,Hyundai,Hatchback,White,Automatic,5,5,Electric,2024,7500,2023-01-01,2023-01
Ohio,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Electric,2018,8100,2022-01-11,2022-01
Illinois,Swift,Maruti,Sedan,Gray,Automatic,5,4,Petrol,2022,6700,2017-12-21,2017-12
North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2024,7600,2023-01-28,2023-01
California,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2017,6800,2018-12-09,2018-12
North Carolina,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2020,7000,2024-10-14,2024-10
New York,Kags,Renault,SUV,Gray,Manual,7,5,Diesel,2023,7700,2016-09-29,2016-09
North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,3,Diesel,2020,8000,2022-03-15,2022-03
Michigan,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2016,8300,2024-01-24,2024-01
California,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2017,9200,2018-12-13,2018-12
Tennessee,Plato,Prazo,Convertible,White,Manual,2,2,Petrol,2019,9000,2018-09-20,2018-09
Ohio,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2016,9300,2017-04-30,2017-04
Ohio,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Hybrid,2016,9300,2018-12-01,2018-12
North Carolina,Creta,Hyundai,Hatchback,White,Automatic,5,5,Diesel,2022,6300,2016-06-28,2016-06
North Carolina,Yodha,Tata,Truck,Blue,Automatic,3,2,Electric,2018,9100,2020-03-20,2020-03
California,i20,Hyundai,Hatchback,Red,Manual,4,5,Electric,2016,8300,2019-04-23,2019-04
Arizona,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2016,8300,2015-03-07,2015-03
Oklahoma,Thar,Mahindra,SUV,White,Automatic,5,3,Diesel,2015,8500,2017-11-24,2017-11
California,i20,Hyundai,Hatchback,White,Automatic,4,5,Diesel,2020,6500,2016-09-21,2016-09
Tennessee,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2024,7500,2018-01-02,2018-01
California,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2023,6100,2020-11-16,2020-11
California,Swift,Maruti,Sedan,White,Automatic,5,4,Petrol,2017,7200,2020-02-01,2020-02
North Carolina,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2023,7600,2020-06-28,2020-06
Texas,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2019,6500,2016-07-05,2016-07
Ohio,Yodha,Tata,Truck,Gray,Automatic,3,2,Electric,2024,8500,2018-04-13,2018-04
Colorado,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Hybrid,2021,8800,2021-02-18,2021-02
Arizona,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2024,6000,2020-08-03,2020-08
California,Swift,Maruti,Sedan,Blue,Manual,5,4,Diesel,2016,7400,2018-02-21,2018-02
Ohio,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2021,8800,2018-01-10,2018-01
Ohio,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2023,6700,2020-02-07,2020-02
Michigan,Thar,Mahindra,SUV,Gray,Automatic,5,3,Petrol,2021,7800,2017-11-04,2017-11
California,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2021,7900,2023-05-22,2023-05
California,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2022,7700,2019-08-03,2019-08
California,Plato,Prazo,Convertible,Black,Automatic,2,2,Hybrid,2019,10000,2021-11-22,2021-11
Tennessee,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Hybrid,2017,7700,2023-04-17,2023-04
North Carolina,Plato,Prazo,Convertible,White,Manual,2,2,Electric,2015,10900,2019-01-02,2019-01
New York,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2020,8400,2018-09-29,2018-09
California,Plato,Prazo,Convertible,White,Automatic,2,2,Electric,2024,10000,2024-01-30,2024-01
New York,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Diesel,2019,8100,2023-01-15,2023-01
Illinois,Fortuner,Toyota,SUV,Black,Manual,8,5,Petrol,2017,8200,2021-03-18,2021-03
Michigan,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2021,7800,2022-09-07,2022-09
Wisconsin,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2023,6600,2016-06-27,2016-06
New York,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2018,8100,2015-12-08,2015-12
Utah,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Electric,2016,8300,2019-03-13,2019-03
Illinois,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2016,6900,2016-09-20,2016-09
New York,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2017,9200,2022-12-31,2022-12
Illinois,Yodha,Tata,Truck,White,Manual,3,2,Electric,2015,9400,2019-12-10,2019-12
North Carolina,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2024,7600,2016-06-14,2016-06
Michigan,Thar,Mahindra,SUV,Red,Automatic,5,3,Diesel,2015,8500,2015-11-27,2015-11
Utah,Etriga,Maruti,Hatchback,White,Automatic,4,5,Electric,2015,8400,2021-07-30,2021-07
Oregon,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Diesel,2024,7600,2023-05-27,2023-05
Tennessee,Scorpio,Mahindra,SUV,White,Manual,5,5,Electric,2020,9400,2015-10-02,2015-10
California,Yodha,Tata,Truck,Red,Manual,3,2,Petrol,2018,7600,2018-10-18,2018-10
Florida,Fortuner,Toyota,SUV,Black,Manual,8,5,Electric,2015,9900,2016-11-05,2016-11
Tennessee,i20,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2020,7400,2022-11-15,2022-11
New York,Hilux,Toyota,Truck,Blue,Manual,4,2,Petrol,2021,7300,2018-07-01,2018-07
Oregon,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2016,7800,2018-01-31,2018-01
Oregon,Seltos,Kia,Hatchback,Black,Manual,5,5,Electric,2021,7800,2018-06-19,2018-06
Arizona,Creta,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2021,7300,2018-04-18,2018-04
Michigan,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2023,8700,2019-02-17,2019-02
Colorado,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2022,8700,2024-06-15,2024-06
North Carolina,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2018,9600,2018-04-17,2018-04
Texas,Swift,Maruti,Sedan,White,Manual,5,4,Diesel,2021,6900,2024-03-10,2024-03
North Carolina,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2020,6500,2022-03-04,2022-03
Pennsylvania,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2019,7500,2024-01-26,2024-01
Arizona,Plato,Prazo,Convertible,White,Manual,2,2,Diesel,2015,9500,2017-06-02,2017-06
Ohio,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2016,10800,2018-07-19,2018-07
Oklahoma,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2021,6900,2023-06-26,2023-06
Texas,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2019,9000,2022-08-04,2022-08
Tennessee,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2019,9000,2018-09-26,2018-09
New York,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Diesel,2015,7500,2015-07-28,2015-07
