Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Portland;Swift;Maruti;Sedan;Blue;Automatic;5;4;Electric;2023;8100;2022-02-27;2022-02
Columbus;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2024;6600;2018-01-13;2018-01
Detroit;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Hybrid;2020;7400;2017-08-09;2017-08
Tucson;Swift;Maruti;Sedan;Gray;Automatic;5;4;Petrol;2016;7300;2015-02-10;2015-02
Detroit;Hilux;Toyota;Truck;Red;Automatic;4;2;Hybrid;2016;8800;2024-08-27;2024-08
California;Thar;Mahindra;SUV;Gray;Manual;5;3;Diesel;2015;8500;2024-12-22;2024-12
Tucson;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2019;9000;2023-03-01;2023-03
New York;Plato;Prazo;Convertible;Blue;Manual;2;2;Electric;2022;10200;2020-11-27;2020-11
North Carolina;Seltos;Kia;Hatchback;Black;Automatic;5;5;Petrol;2021;6300;2018-11-24;2018-11
Tucson;Kags;Renault;SUV;Gray;Automatic;7;5;Electric;2017;9700;2021-02-05;2021-02
Utah;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Petrol;2017;6700;2018-12-17;2018-12
Detroit;Hilux;Toyota;Truck;Red;Automatic;4;2;Hybrid;2022;8200;2020-03-30;2020-03
North Carolina;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Hybrid;2016;7800;2016-03-13;2016-03
California;Fortuner;Toyota;SUV;Black;Automatic;8;5;Hybrid;2017;9200;2019-09-23;2019-09
Detroit;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2019;9000;2020-04-08;2020-04
New York;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2020;7900;2020-08-02;2020-08
Detroit;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Hybrid;2019;7500;2019-11-05;2019-11
North Carolina;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Hybrid;2020;8900;2017-12-09;2017-12
Philadelphia;Hilux;Toyota;Truck;Gray;Automatic;4;2;Diesel;2017;7800;2015-12-22;2015-12
Tennessee;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2018;8100;2019-05-17;2019-05
North Carolina;i20;Hyundai;Hatchback;White;Automatic;4;5;Petrol;2016;6800;2016-11-29;2016-11
Chicago;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Petrol;2024;7500;2022-03-25;2022-03
Tennessee;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Electric;2018;8100;2021-07-28;2021-07
Texas;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Hybrid;2015;7900;2023-07-26;2023-07
Tennessee;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Diesel;2022;6300;2017-04-27;2017-04
Chicago;Yodha;Tata;Truck;Black;Automatic;3;2;Electric;2016;9300;2023-09-21;2023-09
New York;Thar;Mahindra;SUV;Red;Manual;5;3;Electric;2021;9300;2018-12-13;2018-12
Florida;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2020;8000;2021-08-18;2021-08
Chicago;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2020;7900;2018-10-23;2018-10
California;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Electric;2015;8400;2019-11-14;2019-11
Oklahoma;Thar;Mahindra;SUV;White;Manual;5;3;Petrol;2018;8100;2017-06-06;2017-06
Tucson;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2023;9100;2019-04-06;2019-04
Columbus;Dzire;Maruti;Sedan;Gray;Manual;5;5;Diesel;2019;7100;2018-07-15;2018-07
North Carolina;Fortuner;Toyota;SUV;Blue;Manual;8;5;Diesel;2016;8400;2024-03-23;2024-03
Denver;Yodha;Tata;Truck;Gray;Manual;3;2;Petrol;2024;7000;2015-05-29;2015-05
Chicago;Plato;Prazo;Convertible;Red;Automatic;2;2;Diesel;2019;9100;2017-06-12;2017-06
Florida;Etriga;Maruti;Hatchback;White;Automatic;4;5;Diesel;2019;6600;2024-02-21;2024-02
Utah;Dzire;Maruti;Sedan;Black;Automatic;5;5;Petrol;2021;6800;2020-01-24;2020-01
Chicago;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2019;8500;2015-11-26;2015-11
Florida;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2019;6600;2024-03-30;2024-03
Tucson;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Diesel;2022;6300;2024-08-06;2024-08
Texas;Dzire;Maruti;Sedan;Blue;Manual;5;5;Hybrid;2017;8200;2017-12-22;2017-12
Tennessee;Swift;Maruti;Sedan;Red;Automatic;5;4;Hybrid;2023;7600;2015-06-06;2015-06
Florida;Yodha;Tata;Truck;Red;Automatic;3;2;Diesel;2019;7600;2022-05-16;2022-05
North Carolina;Plato;Prazo;Convertible;Gray;Manual;2;2;Petrol;2017;9200;2023-11-11;2023-11
California;Plato;Prazo;Convertible;Black;Automatic;2;2;Petrol;2016;9300;2023-11-14;2023-11
Florida;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2022;10200;2015-04-16;2015-04
Tucson;Swift;Maruti;Sedan;White;Automatic;5;4;Diesel;2020;7000;2023-08-30;2023-08
Columbus;Swift;Maruti;Sedan;Red;Manual;5;4;Electric;2021;8300;2022-09-05;2022-09
Florida;Plato;Prazo;Convertible;Gray;Manual;2;2;Hybrid;2023;9600;2019-08-11;2019-08
Columbus;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2015;9400;2016-08-02;2016-08
Columbus;Plato;Prazo;Convertible;Gray;Manual;2;2;Diesel;2017;9300;2021-10-21;2021-10
Oklahoma;Scorpio;Mahindra;SUV;White;Automatic;5;5;Electric;2015;9900;2018-12-31;2018-12
Utah;Fortuner;Toyota;SUV;White;Manual;8;5;Hybrid;2020;8900;2021-07-18;2021-07
Oklahoma;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2018;7100;2019-07-08;2019-07
Madison;i20;Hyundai;Hatchback;White;Manual;4;5;Diesel;2017;6800;2018-09-03;2018-09
Oklahoma;Fortuner;Toyota;SUV;Red;Manual;8;5;Diesel;2018;8200;2021-12-27;2021-12
Tucson;Thar;Mahindra;SUV;Blue;Manual;5;3;Diesel;2022;7800;2021-12-01;2021-12
Portland;Creta;Hyundai;Hatchback;Gray;Automatic;5;5;Petrol;2023;6100;2019-06-01;2019-06
North Carolina;i20;Hyundai;Hatchback;Red;Manual;4;5;Petrol;2019;6500;2015-05-23;2015-05
Utah;Hilux;Toyota;Truck;Blue;Manual;4;2;Petrol;2015;7900;2019-12-20;2019-12
California;Fortuner;Toyota;SUV;White;Automatic;8;5;Diesel;2022;7800;2019-11-01;2019-11
Portland;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Diesel;2018;8200;2016-03-07;2016-03
Chicago;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Electric;2018;9600;2018-08-04;2018-08
Columbus;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Hybrid;2018;9100;2024-02-13;2024-02
New York;Hilux;Toyota;Truck;Black;Manual;4;2;Diesel;2023;7200;2020-06-07;2020-06
Denver;Dzire;Maruti;Sedan;Blue;Manual;5;5;Hybrid;2019;8000;2020-05-04;2020-05
North Carolina;Plato;Prazo;Convertible;Gray;Manual;2;2;Petrol;2015;9400;2015-06-09;2015-06
North Carolina;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2016;6800;2023-05-22;2023-05
Florida;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2021;7900;2019-03-14;2019-03
Portland;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2022;8200;2019-07-18;2019-07
Tucson;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2023;7600;2021-11-03;2021-11
Tennessee;i20;Hyundai;Hatchback;Blue;Manual;4;5;Diesel;2020;6500;2019-03-11;2019-03
North Carolina;Scorpio;Mahindra;SUV;Black;Manual;5;5;Hybrid;2024;8500;2023-06-24;2023-06
Detroit;Thar;Mahindra;SUV;Blue;Manual;5;3;Diesel;2019;8100;2015-07-06;2015-07
Florida;Thar;Mahindra;SUV;Black;Manual;5;3;Hybrid;2023;8600;2017-09-03;2017-09
Philadelphia;Thar;Mahindra;SUV;Black;Manual;5;3;Electric;2016;9800;2024-12-01;2024-12
San Jose;Dzire;Maruti;Sedan;Black;Automatic;5;5;Electric;2020;8400;2024-05-23;2024-05
Columbus;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Hybrid;2020;7400;2022-10-08;2022-10
Tucson;Seltos;Kia;Hatchback;Black;Automatic;5;5;Petrol;2015;6900;2017-06-09;2017-06
Utah;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2022;6300;2020-01-21;2020-01
Utah;Fortuner;Toyota;SUV;Black;Manual;8;5;Diesel;2018;8200;2015-06-01;2015-06
Philadelphia;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2020;7900;2017-11-24;2017-11
Texas;Etriga;Maruti;Hatchback;White;Automatic;4;5;Electric;2015;8400;2018-08-30;2018-08
Utah;Plato;Prazo;Convertible;Blue;Automatic;2;2;Petrol;2019;9000;2023-10-01;2023-10
Utah;Plato;Prazo;Convertible;White;Manual;2;2;Electric;2022;10200;2024-03-02;2024-03
New York;Plato;Prazo;Convertible;Black;Automatic;2;2;Hybrid;2021;9800;2016-09-15;2016-09
San Jose;Kags;Renault;SUV;Gray;Manual;7;5;Diesel;2022;7800;2022-11-08;2022-11
San Jose;Kags;Renault;SUV;Red;Manual;7;5;Diesel;2022;7800;2023-06-23;2023-06
Tennessee;Dzire;Maruti;Sedan;Black;Automatic;5;5;Hybrid;2024;7500;2021-10-18;2021-10
Tennessee;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Hybrid;2019;9000;2023-02-15;2023-02
Madison;Yodha;Tata;Truck;Red;Manual;3;2;Electric;2023;8600;2022-09-07;2022-09
Texas;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2018;9100;2017-08-07;2017-08
Florida;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Electric;2022;9200;2019-12-13;2019-12
Chicago;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Diesel;2019;8100;2021-02-21;2021-02
Columbus;Fortuner;Toyota;SUV;Red;Manual;8;5;Petrol;2019;8000;2020-05-12;2020-05
Tucson;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2021;6400;2021-03-24;2021-03
Detroit;Etriga;Maruti;Hatchback;White;Automatic;4;5;Diesel;2015;7000;2021-05-27;2021-05
Utah;Yodha;Tata;Truck;Blue;Automatic;3;2;Petrol;2016;7800;2024-10-22;2024-10
New York;Scorpio;Mahindra;SUV;Black;Manual;5;5;Petrol;2017;8200;2024-02-13;2024-02
Tucson;Swift;Maruti;Sedan;Blue;Manual;5;4;Diesel;2024;6600;2020-06-02;2020-06
North Carolina;Seltos;Kia;Hatchback;Black;Automatic;5;5;Hybrid;2023;7100;2021-08-31;2021-08
New York;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Electric;2019;9500;2021-02-07;2021-02
Columbus;Thar;Mahindra;SUV;Gray;Manual;5;3;Petrol;2024;7500;2021-10-23;2021-10
Madison;Swift;Maruti;Sedan;Gray;Automatic;5;4;Petrol;2023;6600;2023-12-30;2023-12
New York;Thar;Mahindra;SUV;Blue;Automatic;5;3;Electric;2023;9100;2019-03-23;2019-03
Detroit;Creta;Hyundai;Hatchback;White;Automatic;5;5;Hybrid;2020;7400;2022-09-18;2022-09
Utah;Swift;Maruti;Sedan;Red;Automatic;5;4;Electric;2018;8600;2019-04-07;2019-04
Madison;Thar;Mahindra;SUV;Gray;Manual;5;3;Electric;2018;9600;2018-04-29;2018-04
Florida;Swift;Maruti;Sedan;Black;Automatic;5;4;Electric;2020;8400;2018-10-31;2018-10
Tucson;Hilux;Toyota;Truck;Blue;Manual;4;2;Electric;2024;8500;2020-09-21;2020-09
Florida;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2015;7900;2022-06-08;2022-06
Utah;Kags;Renault;SUV;Black;Manual;7;5;Hybrid;2024;8500;2018-05-22;2018-05
California;i20;Hyundai;Hatchback;Black;Automatic;4;5;Diesel;2018;6700;2024-03-01;2024-03
Chicago;Dzire;Maruti;Sedan;Gray;Manual;5;5;Petrol;2019;7000;2017-11-12;2017-11
Texas;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Diesel;2019;6600;2016-05-09;2016-05
Chicago;Fortuner;Toyota;SUV;Gray;Manual;8;5;Electric;2024;9000;2023-07-14;2023-07
Denver;Hilux;Toyota;Truck;Blue;Automatic;4;2;Hybrid;2018;8600;2016-01-23;2016-01
Philadelphia;Thar;Mahindra;SUV;Blue;Automatic;5;3;Electric;2018;9600;2019-10-14;2019-10
Florida;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2016;9300;2019-08-25;2019-08
California;Creta;Hyundai;Hatchback;White;Automatic;5;5;Diesel;2024;6100;2019-11-01;2019-11
New York;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2015;9400;2017-12-07;2017-12
Texas;Yodha;Tata;Truck;White;Automatic;3;2;Hybrid;2021;8300;2016-05-24;2016-05
Detroit;Plato;Prazo;Convertible;Red;Automatic;2;2;Hybrid;2019;10000;2017-05-10;2017-05
North Carolina;Dzire;Maruti;Sedan;Black;Manual;5;5;Electric;2024;8000;2018-05-24;2018-05
Detroit;Hilux;Toyota;Truck;Black;Automatic;4;2;Petrol;2023;7100;2022-11-21;2022-11
North Carolina;i20;Hyundai;Hatchback;White;Manual;4;5;Hybrid;2021;7300;2020-05-07;2020-05
Utah;Yodha;Tata;Truck;Blue;Manual;3;2;Electric;2023;8600;2017-05-24;2017-05
San Jose;Yodha;Tata;Truck;Blue;Manual;3;2;Hybrid;2020;8400;2021-01-12;2021-01
Philadelphia;i20;Hyundai;Hatchback;Blue;Manual;4;5;Diesel;2017;6800;2016-02-20;2016-02
Florida;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Petrol;2020;6900;2017-05-29;2017-05
Columbus;Hilux;Toyota;Truck;Gray;Automatic;4;2;Hybrid;2017;8700;2022-01-15;2022-01
Texas;Plato;Prazo;Convertible;Gray;Automatic;2;2;Hybrid;2017;10200;2015-01-31;2015-01
Columbus;Swift;Maruti;Sedan;White;Manual;5;4;Hybrid;2018;8100;2021-09-02;2021-09
California;Thar;Mahindra;SUV;Red;Manual;5;3;Diesel;2023;7700;2015-07-19;2015-07
North Carolina;Yodha;Tata;Truck;Red;Automatic;3;2;Hybrid;2020;8400;2023-09-07;2023-09
California;Fortuner;Toyota;SUV;Blue;Manual;8;5;Diesel;2015;8500;2024-09-12;2024-09
San Jose;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2016;7900;2017-07-18;2017-07
Denver;Dzire;Maruti;Sedan;Red;Automatic;5;5;Petrol;2016;7300;2024-01-07;2024-01
New York;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Petrol;2023;7600;2016-07-26;2016-07
Chicago;Plato;Prazo;Convertible;White;Manual;2;2;Electric;2024;10000;2016-03-06;2016-03
Florida;Plato;Prazo;Convertible;Gray;Automatic;2;2;Electric;2017;10700;2022-03-07;2022-03
Portland;Kags;Renault;SUV;Black;Automatic;7;5;Petrol;2015;8400;2019-04-06;2019-04
North Carolina;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Diesel;2021;7900;2020-08-05;2020-08
Philadelphia;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2021;6900;2022-11-30;2022-11
North Carolina;i20;Hyundai;Hatchback;Red;Manual;4;5;Diesel;2024;6100;2016-01-19;2016-01
Oklahoma;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2018;8100;2022-07-26;2022-07
North Carolina;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Petrol;2023;6100;2018-09-22;2018-09
Philadelphia;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2016;7400;2023-10-10;2023-10
Philadelphia;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2021;7900;2021-11-18;2021-11
North Carolina;Hilux;Toyota;Truck;Blue;Manual;4;2;Hybrid;2024;8000;2016-05-29;2016-05
Utah;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Electric;2018;8100;2015-11-09;2015-11
Tucson;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2018;7200;2023-02-11;2023-02
Tennessee;Thar;Mahindra;SUV;White;Manual;5;3;Diesel;2021;7900;2015-09-03;2015-09
Portland;Seltos;Kia;Hatchback;Red;Manual;5;5;Diesel;2015;7000;2024-02-23;2024-02
Utah;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Diesel;2016;8400;2020-02-06;2020-02
Columbus;Dzire;Maruti;Sedan;White;Automatic;5;5;Diesel;2015;7500;2016-01-01;2016-01
Utah;Yodha;Tata;Truck;Blue;Manual;3;2;Diesel;2015;8000;2021-09-18;2021-09
New York;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2019;7600;2023-01-13;2023-01
Utah;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2019;8000;2023-02-15;2023-02
North Carolina;Kags;Renault;SUV;Black;Manual;7;5;Hybrid;2023;8600;2020-11-16;2020-11
Chicago;Seltos;Kia;Hatchback;Red;Manual;5;5;Electric;2022;7700;2022-07-27;2022-07
Columbus;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2024;7600;2019-09-16;2019-09
Florida;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Electric;2024;7500;2017-07-24;2017-07
San Jose;Kags;Renault;SUV;Red;Manual;7;5;Diesel;2017;8300;2016-12-23;2016-12
San Jose;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2019;7500;2016-02-26;2016-02
Philadelphia;Kags;Renault;SUV;Red;Automatic;7;5;Petrol;2022;7700;2024-10-01;2024-10
Portland;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Electric;2017;9700;2022-09-30;2022-09
Portland;Dzire;Maruti;Sedan;Blue;Manual;5;5;Diesel;2015;7500;2016-04-17;2016-04
New York;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2018;10100;2015-06-25;2015-06
Portland;Seltos;Kia;Hatchback;Red;Automatic;5;5;Electric;2017;8200;2020-04-18;2020-04
Utah;Swift;Maruti;Sedan;Blue;Manual;5;4;Hybrid;2019;8000;2020-02-09;2020-02
Philadelphia;Fortuner;Toyota;SUV;Red;Automatic;8;5;Petrol;2022;7700;2016-07-18;2016-07
North Carolina;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2023;7700;2019-06-29;2019-06
North Carolina;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Diesel;2016;6900;2016-08-11;2016-08
Denver;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2019;9000;2021-08-12;2021-08
San Jose;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2024;8500;2022-05-25;2022-05
Portland;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2015;7400;2017-08-19;2017-08
Oklahoma;Swift;Maruti;Sedan;Red;Automatic;5;4;Diesel;2020;7000;2022-07-14;2022-07
Philadelphia;Yodha;Tata;Truck;Gray;Automatic;3;2;Electric;2018;9100;2022-05-21;2022-05
San Jose;Swift;Maruti;Sedan;Gray;Automatic;5;4;Hybrid;2015;8400;2019-08-01;2019-08
Philadelphia;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2015;7500;2016-10-02;2016-10
Florida;Hilux;Toyota;Truck;Gray;Manual;4;2;Petrol;2016;7800;2015-08-05;2015-08
Philadelphia;Plato;Prazo;Convertible;Black;Automatic;2;2;Electric;2015;10900;2023-10-08;2023-10
California;Swift;Maruti;Sedan;Gray;Automatic;5;4;Electric;2015;8900;2022-02-23;2022-02
Oklahoma;Hilux;Toyota;Truck;Black;Manual;4;2;Electric;2015;9400;2021-07-01;2021-07
Tucson;Swift;Maruti;Sedan;Blue;Manual;5;4;Diesel;2024;6600;2022-06-26;2022-06
Detroit;Seltos;Kia;Hatchback;Blue;Manual;5;5;Hybrid;2019;7500;2023-05-23;2023-05
San Jose;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2016;9300;2022-06-03;2022-06
North Carolina;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Diesel;2020;8000;2022-10-01;2022-10
North Carolina;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Hybrid;2023;7100;2017-03-21;2017-03
Portland;Dzire;Maruti;Sedan;Black;Manual;5;5;Hybrid;2015;8400;2018-10-14;2018-10
San Jose;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Diesel;2018;8200;2022-10-29;2022-10
Madison;Creta;Hyundai;Hatchback;Black;Manual;5;5;Diesel;2023;6200;2017-05-26;2017-05
Oklahoma;Dzire;Maruti;Sedan;Blue;Manual;5;5;Diesel;2017;7300;2023-09-25;2023-09
North Carolina;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Electric;2024;8000;2016-03-25;2016-03
North Carolina;Plato;Prazo;Convertible;Red;Automatic;2;2;Hybrid;2018;10100;2022-10-30;2022-10
North Carolina;Plato;Prazo;Convertible;Red;Automatic;2;2;Electric;2020;10400;2021-04-21;2021-04
North Carolina;Scorpio;Mahindra;SUV;Black;Manual;5;5;Petrol;2022;7700;2015-02-16;2015-02
New York;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2017;6800;2024-10-02;2024-10
North Carolina;Swift;Maruti;Sedan;Gray;Manual;5;4;Hybrid;2019;8000;2015-11-27;2015-11
Tennessee;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Hybrid;2024;7000;2020-12-03;2020-12
San Jose;Thar;Mahindra;SUV;White;Automatic;5;3;Hybrid;2022;8700;2022-03-17;2022-03
Chicago;Seltos;Kia;Hatchback;Blue;Manual;5;5;Diesel;2017;6800;2018-11-08;2018-11
Utah;Creta;Hyundai;Hatchback;Black;Manual;5;5;Electric;2019;8000;2015-06-29;2015-06
Portland;Thar;Mahindra;SUV;Red;Manual;5;3;Electric;2018;9600;2020-02-13;2020-02
San Jose;Fortuner;Toyota;SUV;White;Manual;8;5;Diesel;2018;8200;2020-11-26;2020-11
Philadelphia;Yodha;Tata;Truck;Blue;Automatic;3;2;Diesel;2024;7100;2016-12-20;2016-12
Chicago;Dzire;Maruti;Sedan;White;Manual;5;5;Hybrid;2016;8300;2023-10-31;2023-10
Columbus;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2020;6500;2015-12-11;2015-12
Utah;Seltos;Kia;Hatchback;Red;Automatic;5;5;Diesel;2015;7000;2023-08-16;2023-08
Tennessee;Hilux;Toyota;Truck;White;Manual;4;2;Hybrid;2017;8700;2019-09-19;2019-09
Detroit;Scorpio;Mahindra;SUV;White;Automatic;5;5;Petrol;2015;8400;2023-11-30;2023-11
New York;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2023;7200;2024-06-25;2024-06
Florida;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Hybrid;2018;7600;2016-12-30;2016-12
Portland;Yodha;Tata;Truck;Blue;Manual;3;2;Hybrid;2018;8600;2024-10-14;2024-10
Tennessee;Seltos;Kia;Hatchback;Red;Automatic;5;5;Diesel;2020;6500;2015-01-30;2015-01
California;Hilux;Toyota;Truck;White;Automatic;4;2;Petrol;2017;7700;2016-11-10;2016-11
Chicago;Scorpio;Mahindra;SUV;Black;Manual;5;5;Petrol;2024;7500;2017-02-03;2017-02
Columbus;Seltos;Kia;Hatchback;Red;Manual;5;5;Petrol;2015;6900;2024-01-16;2024-01
Columbus;Hilux;Toyota;Truck;Black;Manual;4;2;Petrol;2020;7400;2021-12-27;2021-12
Philadelphia;Hilux;Toyota;Truck;Blue;Manual;4;2;Petrol;2019;7500;2024-04-18;2024-04
Utah;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2022;6200;2021-02-15;2021-02
California;Seltos;Kia;Hatchback;White;Manual;5;5;Diesel;2017;6800;2021-05-17;2021-05
Oklahoma;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Diesel;2024;6100;2015-05-07;2015-05
San Jose;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Diesel;2021;6400;2024-01-18;2024-01
Tucson;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Electric;2022;7700;2016-07-02;2016-07
Philadelphia;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2021;8800;2020-09-27;2020-09
Tucson;Thar;Mahindra;SUV;White;Automatic;5;3;Petrol;2023;7600;2020-11-04;2020-11
Utah;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Diesel;2015;8500;2023-08-23;2023-08
Columbus;Etriga;Maruti;Hatchback;Red;Manual;4;5;Hybrid;2015;7900;2021-12-31;2021-12
Tennessee;Yodha;Tata;Truck;Blue;Automatic;3;2;Electric;2021;8800;2015-06-12;2015-06
Florida;Thar;Mahindra;SUV;Gray;Automatic;5;3;Hybrid;2018;9100;2015-05-26;2015-05
North Carolina;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Electric;2024;9000;2023-06-27;2023-06
New York;Kags;Renault;SUV;Black;Manual;7;5;Hybrid;2016;9300;2019-11-10;2019-11
California;Hilux;Toyota;Truck;Gray;Manual;4;2;Hybrid;2019;8500;2017-02-28;2017-02
Utah;Plato;Prazo;Convertible;Blue;Manual;2;2;Diesel;2021;8900;2023-01-04;2023-01
Columbus;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Electric;2017;9700;2021-12-31;2021-12
Tennessee;Dzire;Maruti;Sedan;Black;Manual;5;5;Petrol;2016;7300;2019-06-14;2019-06
Tennessee;Hilux;Toyota;Truck;Blue;Automatic;4;2;Diesel;2023;7200;2021-04-30;2021-04
New York;Swift;Maruti;Sedan;Red;Automatic;5;4;Petrol;2020;6900;2024-07-01;2024-07
San Jose;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Petrol;2017;6700;2016-11-29;2016-11
North Carolina;Kags;Renault;SUV;Blue;Manual;7;5;Diesel;2017;8300;2019-05-19;2019-05
Columbus;Yodha;Tata;Truck;Blue;Manual;3;2;Hybrid;2015;8900;2019-09-05;2019-09
California;Yodha;Tata;Truck;Blue;Manual;3;2;Petrol;2018;7600;2015-07-30;2015-07
Denver;Thar;Mahindra;SUV;Red;Manual;5;3;Hybrid;2017;9200;2018-07-02;2018-07
Madison;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Hybrid;2022;7200;2023-10-08;2023-10
California;Seltos;Kia;Hatchback;Gray;Manual;5;5;Hybrid;2022;7200;2020-12-14;2020-12
New York;Swift;Maruti;Sedan;Blue;Automatic;5;4;Petrol;2024;6500;2018-11-16;2018-11
North Carolina;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Diesel;2015;8500;2023-06-24;2023-06
Detroit;Hilux;Toyota;Truck;Black;Automatic;4;2;Diesel;2017;7800;2020-12-29;2020-12
Tucson;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2018;7200;2020-08-27;2020-08
Portland;Dzire;Maruti;Sedan;Blue;Automatic;5;5;Petrol;2015;7400;2017-10-10;2017-10
Tennessee;Hilux;Toyota;Truck;Gray;Automatic;4;2;Diesel;2024;7100;2019-08-26;2019-08
Columbus;Seltos;Kia;Hatchback;Gray;Manual;5;5;Diesel;2024;6100;2015-10-03;2015-10
Oklahoma;Yodha;Tata;Truck;Black;Automatic;3;2;Hybrid;2015;8900;2022-09-29;2022-09
